,Species,A6
5618,Cacopsylla_citrisuga_1535368,1
5619,Cacopsylla_coccinea_1646117,1
5620,Cacopsylla_jukyungi_2593406,1
5621,Cacopsylla_pyri_121839,1
5622,Cyamophila_willieti_2604842,1
5623,Psylla_alni_1393965,1
5624,Aacanthocnema_dobsoni_399255,1
5625,Bactericera_cockerelli_290155,1
5626,Leptynoptera_sulfurea_1950150,1
5627,Paratrioza_sinica_1511640,1
5628,Pariaconus_pele_1950172,1
5629,Trioza_anthrisci_2023874,1
5630,Trioza_erytreae_1778831,4
5631,Trioza_remota_1715813,1
5632,Trioza_urticae_121826,1
5633,Aeolothrips_indicus_2856552,1
5634,Aeolothrips_xinjiangensis_2942826,1
5635,Franklinothrips_vespiformis_297892,1
5636,Holarthrothrips_indicus_1965675,1
5637,Dendrothrips_minowai_1030662,1
5638,Pseudodendrothrips_mori_1291231,1
5639,Rhipiphorothrips_cruentatus_764491,1
5640,Neohydatothrips_samayunkur_1675511,1
5641,Anaphothrips_obscurus_864839,1
5642,Frankliniella_intonsa_163893,1
5643,Frankliniella_occidentalis_133901,1
5644,Megalurothrips_usitatus_439358,1
5645,Mycterothrips_gongshanensis_2792509,1
5646,Scirtothrips_dorsalis_163899,2
5647,Stenchaetothrips_biformis_1100830,1
5648,Taeniothrips_tigris_2824824,1
5649,Thrips_hawaiiensis_163894,1
5650,Thrips_imaginis_159957,1
5651,Thrips_palmi_161013,3
5652,Thrips_setosus_163897,1
5653,Bactrothrips_quadrituberculatus_1246465,1
5654,Acaciothrips_ebneri_2970656,1
5655,Gynaikothrips_ficorum_59752,1
5656,Gynaikothrips_uzeli_1422814,1
5657,Haplothrips_aculeatus_450991,1
5658,Psephenothrips_eriobotryae_2913602,1
5659,Heterodoxus_macropus_145266,1
5660,Heterodoxus_spiniger_762516,1
5661,Macrogyropus_costalimai_1941320,1
5662,Laemobothrion_tinnunculi_1941263,2
5663,Amyrsidea_minuta_2364307,1
5664,Colpocephalum_griffoneae_2358484,1
5665,Menacanthus_cornutus_1491751,1
5666,Osborniella_crotophagae_1912107,1
5667,Antarctophthirus_microchir_1034857,1
5668,Lepidophthirus_macrorhini_2008463,1
5669,Haematopinus_apri_1348091,2
5670,Haematopinus_asini_1461129,2
5671,Haematopinus_suis_511927,1
5672,Haematopinus_tuberculatus_511928,1
5673,Hoplopleura_akanezumi_1511645,1
5674,Hoplopleura_kitti_1511644,1
5675,Hoplopleura_pacifica_186217,1
5676,Linognathus_vituli_186220,2
5677,Microthoracius_praelongiceps_1958934,1
5678,Pedicinus_badii_430776,1
5679,Pedicinus_obtusus_592408,1
5680,Pediculus_humanus_121225,17
5681,Pediculus_schaeffi_240286,1
5682,Polyplax_asiatica_1425297,1
5683,Polyplax_reclinata_1453200,1
5684,Polyplax_spinulosa_468197,1
5685,Pthirus_gorillae_430775,1
5686,Pthirus_pubis_121228,1
5687,Bovicola_bovis_160097,1
5688,Bovicola_caprae_1647116,1
5689,Bovicola_ovis_186214,1
5690,Megaginus_tataupensis_1941322,1
5691,Strongylocotes_lipogonus_1941278,1
5692,Anatoecus_icterodes_1195957,1
5693,Bothriometopus_macrocnemis_475769,2
5694,Brueelia_antiqua_580326,1
5695,Campanulotes_compar_135595,3
5696,Chelopistes_texanus_160107,1
5697,Columbicola_columbae_128991,1
5698,Columbicola_macrourae_128993,1
5699,Columbicola_passerinae_128994,2
5700,Craspedonirmus_immer_236515,1
5701,Degeeriella_rufa_236531,1
5702,Docophoroides_brevis_160119,1
5703,Falcolipeurus_marginalis_236517,1
5704,Falcolipeurus_quadripustulatus_2358485,1
5705,Falcolipeurus_suturalis_2839002,1
5706,Fulicoffula_longipila_179151,1
5707,Goniodes_ortygis_1941261,1
5708,Halipeurus_diversus_66243,1
5709,Ibidoecus_bisignatus_236520,2
5710,Osculotes_curta_163375,1
5711,Oxylipeurus_chiniri_138828,1
5712,Penenirmus_auritus_178307,1
5713,Pessoaiella_absita_1168168,1
5714,Quadraceps_punctatus_160191,1
5715,Saemundssonia_lari_66254,1
5716,Trichophilopterus_babakotophilus_160202,1
5717,Geomydoecus_aurei_161607,1
5718,Trichodectes_canis_209909,1
5719,Haematomyzus_elephantis_160133,1
5720,Archipsocus_nomas_239250,1
5721,Polypsocus_corruptus_239259,1
5722,Teliapsocus_conterminus_1407779,1
5723,Asiopsocus_sonorensis_1407765,1
5724,Caecilius_quercus_159986,1
5725,Dypsocus_coleoptratus_297941,1
5726,Paracaecilius_japanus_297965,1
5727,Ectopsocopsis_cryptomeriae_297975,1
5728,Anomolachesilla_palaciosi_2596991,1
5729,Anomopsocus_amabilis_762514,1
5730,Eolachesilla_chilensis_297977,1
5731,Lachesilla_anna_239245,1
5732,Lachesilla_pedicularia_1897924,1
5733,Lachesilla_picticeps_2596985,1
5734,Lachesilla_punctata_2596988,1
5735,Lachesilla_rufa_2596986,1
5736,Lachesilla_texcocana_2596987,1
5737,Waoraniella_jarlinsoni_2597004,1
5738,Amphigerontia_montivaga_2051644,1
5739,Psococerastis_albimaculata_1264641,1
5740,Liposcelis_bostrychophila_185214,6
5741,Liposcelis_decolor_209926,1
5742,Liposcelis_entomophila_550478,2
5743,Liposcelis_paeta_209927,1
5744,Liposcelis_sculptilimacula_1899352,1
5745,Dagualachesilla_anchicayaensis_2596993,1
5746,Dagualachesilloides_caliensis_2596995,1
5747,Graphocaecilius_interpretatus_2596997,1
5748,Hemicaecilius_mockfordi_2596999,1
5749,Hemicaecilius_smithersi_2597000,1
5750,Stimulopalpus_japonicus_209965,1
5751,Prionoglaris_stygia_1954335,1
5752,Speleketor_irwini_342007,1
5753,Dorypteryx_domestica_209979,1
5754,Euborellia_arcanum_1610841,1
5755,Labidura_japonica_761919,1
5756,Apachyus_feae_2914707,1
5757,Eudohrnia_metallica_2021301,1
5758,Paratimomenus_flavocapitatus_2021295,1
5759,Diplatys_flavicollis_146824,1
5760,Haplodiplatys_aotouensis_2962943,1
5761,Challia_fletcheri_1091408,1
5762,Aposthonia_borneensis_1208762,2
5763,Aposthonia_japonica_911381,2
5764,Grylloblatta_bifratrilecta_707599,1
5765,Grylloblatta_sculleni_357321,1
5766,Sclerophasma_paresisense_253126,1
5767,Acrida_cinerea_244713,2
5768,Acrida_willemsei_227550,1
5769,Parapleurus_alliaceus_62745,1
5770,Pseudoeoscyllina_brevipennisoides_2708007,1
5771,Pseudoeoscyllina_xilingensis_1885635,1
5772,Sinophlaeoba_bannaensis_2728158,1
5773,Calliptamus_abbreviatus_244720,1
5774,Calliptamus_barbarus_370330,3
5775,Calliptamus_italicus_334752,1
5776,Peripolus_nepalensis_990262,1
5777,Caryanda_elegans_316080,1
5778,Alulacris_shilinensis_2872220,1
5779,Anapodisma_miramae_133970,1
5780,Apalacris_nigrogeniculata_335052,1
5781,Caryandoides_hunanica_2778952,1
5782,Coryphistes_ruricola_1290257,1
5783,Diabolocatantops_pinguis_509737,2
5784,Fer_nigripennis_2778953,1
5785,Longchuanacris_curvifurculus_2079615,1
5786,Menglacris_maculata_1132647,1
5787,Ognevia_longipennis_133961,1
5788,Paratoacris_reticulipennis_2778954,1
5789,Prumna_arctica_614657,1
5790,Stenocatantops_mistshenkoi_2767328,2
5791,Stenocatantops_splendens_227617,3
5792,Traulia_lofaoshana_227625,1
5793,Traulia_minuta_334777,1
5794,Traulia_nigritibialis_2509367,1
5795,Traulia_orchotibialis_2708010,1
5796,Traulia_szetschuanensis_227627,1
5797,Xenocatantops_brachycerus_227619,1
5798,Acanthacris_ruficornis_274599,1
5799,Anacridium_incisum_2023350,1
5800,Austracris_guttulosa_909763,2
5801,Chondracris_rosea_183410,1
5802,Cyrtacanthacris_aeruginosa_2023351,1
5803,Cyrtacanthacris_tatarica_274601,2
5804,Halmenus_robustus_362902,1
5805,Nomadacris_japonica_334755,2
5806,Nomadacris_septemfasciata_1634087,1
5807,Schistocerca_albolineata_274607,1
5808,Schistocerca_alutacea_909758,1
5809,Schistocerca_americana_7009,3
5810,Schistocerca_cancellata_274614,2
5811,Schistocerca_centralis_2023352,1
5812,Schistocerca_ceratiola_274616,1
5813,Schistocerca_cohni_2023353,1
5814,Schistocerca_damnifica_274606,1
5815,Schistocerca_gregaria_7010,5
5816,Schistocerca_lineata_274609,3
5817,Schistocerca_literosa_274618,1
5818,Schistocerca_melanocera_274617,1
5819,Schistocerca_nitens_7011,6
5820,Schistocerca_obscura_99009,1
5821,Schistocerca_pallens_274615,3
5822,Schistocerca_piceifrons_274613,2
5823,Schistocerca_quisqueya_274612,1
5824,Schistocerca_rubiginosa_274610,1
5825,Schistocerca_serialis_2023354,2
5826,Schistocerca_shoshone_274611,1
5827,Schistocerca_socorro_909760,1
5828,Choroedocus_capensis_267690,2
5829,Choroedocus_violaceipes_334920,2
5830,Eyprepocnemis_plorans_34655,1
5831,Shirakiacris_shirakii_334753,1
5832,Shirakiacris_yunkweiensis_334751,1
5833,Acrolophitus_hirtipes_1038058,1
5834,Amblytropidia_mysteca_1034927,1
5835,Arcyptera_coreana_710733,1
5836,Arcyptera_meridionalis_864168,2
5837,Ceracris_fasciata_227351,2
5838,Ceracris_hainanensis_1987151,1
5839,Ceracris_hoffmanni_369690,1
5840,Ceracris_kiangsu_227354,1
5841,Ceracris_nigricornis_215036,1
5842,Ceracris_versicolor_329348,1
5843,Chorthippus_aethalinus_294297,1
5844,Chorthippus_fallax_1281869,2
5845,Chorthippus_maritimus_1045890,1
5846,Chorthippus_nemus_2728155,1
5847,Chorthippus_parallelus_37639,3
5848,Dasyhippus_barbipes_1385936,1
5849,Dnopherula_yuanmowensis_2025280,1
5850,Eclipophleps_carinata_2785510,1
5851,Euchorthippus_fusigeniculatus_868577,1
5852,Euchorthippus_unicolor_1257153,1
5853,Euthystira_luteifemora_2708003,1
5854,Gomphocerippus_rufus_58560,2
5855,Gomphocerus_licenti_647970,1
5856,Gomphocerus_sibiricus_1007316,2
5857,Gonista_bicolor_1725373,1
5858,Leuconemacris_breviptera_2728157,1
5859,Leuconemacris_litangensis_1132645,1
5860,Megaulacobothrus_chinensis_454920,1
5861,Mongolotettix_anomopterus_338033,1
5862,Mongolotettix_japonicus_1257156,1
5863,Notostaurus_albicornis_294345,1
5864,Omocestus_haemorrhoidalis_294352,1
5865,Omocestus_petraeus_294350,1
5866,Omocestus_viridulus_294351,1
5867,Orinhippus_tibetanus_1452986,1
5868,Phlaeoba_albonema_491859,1
5869,Phlaeoba_angustidorsis_338029,1
5870,Phlaeoba_antennata_227576,2
5871,Phlaeoba_infumata_227577,1
5872,Phlaeoba_tenebrosa_1447054,1
5873,Prorocorypha_snowi_1634161,1
5874,Stenobothrus_lineatus_355390,1
5875,Dirshacris_aridus_2420526,1
5876,Stenacris_vitreipennis_2681038,1
5877,Tetrataenia_surinama_2480051,1
5878,Lithidiopsis_carinatus_1260739,1
5879,Marellia_remipes_1634084,1
5880,Aidemona_azteca_268514,1
5881,Gymnoscirtetes_pusillus_2766823,1
5882,Melanoplus_bivittatus_103633,1
5883,Melanoplus_confusus_103637,1
5884,Melanoplus_differentialis_30253,1
5885,Curvipennis_wixiensis_1903853,1
5886,Fruhstorferiola_huayinensis_334766,1
5887,Fruhstorferiola_kulinga_1257154,1
5888,Fruhstorferiola_omei_334759,1
5889,Fruhstorferiola_tonkinensis_1257155,1
5890,Indopodisma_kingdoni_1257162,1
5891,Kingdonella_bicollina_990260,1
5892,Kingdonella_pienbaensis_2728156,1
5893,Paratonkinacris_vittifemoralis_1257164,1
5894,Pedopodisma_emeiensis_2708006,1
5895,Qinlingacris_elaeodes_1550500,1
5896,Qinlingacris_taibaiensis_1655349,1
5897,Rhinopodisma_eminifrontus_2728163,1
5898,Sinopodisma_funiushana_614653,1
5899,Sinopodisma_hengshanica_2891238,1
5900,Sinopodisma_houshana_370331,1
5901,Sinopodisma_lofaoshana_267688,1
5902,Sinopodisma_lushiensis_1257437,1
5903,Sinopodisma_pieli_1926551,1
5904,Sinopodisma_qinlingensis_2684219,1
5905,Sinopodisma_rostellocerca_1257438,1
5906,Sinopodisma_tsinlingensis_334769,2
5907,Sinopodisma_wudangshanensis_1257436,1
5908,Sinopodisma_wulingshanensis_1926552,1
5909,Tonkinacris_sinensis_227622,1
5910,Xiangelilacris_zhongdianensis_2708017,1
5911,Yunnanacris_wenshanensis_1873328,1
5912,Yunnanacris_yunnaneus_525572,1
5913,Zubovskya_koeppeni_133963,1
5914,Aiolopus_thalassinus_243007,2
5915,Angaracris_barabensis_267464,2
5916,Angaracris_rhodopa_267459,1
5917,Arphia_xanthoptera_2663211,1
5918,Bryodema_dolichoptera_2708001,1
5919,Bryodema_kozlovi_2768109,1
5920,Bryodema_luctuosum_267466,1
5921,Bryodema_miramae_267468,1
5922,Bryodema_nigroptera_445144,1
5923,Bryodemacris_uvarovi_1964325,1
5924,Bryodemella_holdereri_267463,1
5925,Bryodemella_tuberculata_1224100,1
5926,Chortophaga_viridifasciata_37250,1
5927,Compsorhipis_davidiana_290713,1
5928,Epacromius_coerulipes_290711,1
5929,Gastrimargus_marmoratus_267434,1
5930,Heteropternis_respondens_290721,1
5931,Locusta_migratoria_7004,43
5932,Oedaleus_abruptus_701474,1
5933,Oedaleus_asiaticus_244712,1
5934,Oedaleus_infernalis_267432,1
5935,Oedaleus_manjius_227571,1
5936,Sphingonotus_menglaensis_2708009,1
5937,Sphingonotus_ningsianus_267456,1
5938,Sphingonotus_yenchihensis_267455,1
5939,Trilophidia_annulata_215063,1
5940,Trimerotropis_pallidipennis_321407,1
5941,Uvaroviola_multispinosa_2803628,1
5942,Ommatolampis_quadrimaculata_1634088,1
5943,Emeiacris_maculata_1257160,1
5944,Gesonula_punctifrons_227564,1
5945,Hieroglyphus_annulicornis_227567,1
5946,Hieroglyphus_tonkinensis_227569,1
5947,Kosciuscola_tristis_999886,1
5948,Oxya_adentata_292512,1
5949,Oxya_agavisa_227696,1
5950,Oxya_chinensis_165482,1
5951,Oxya_hainanensis_292515,2
5952,Oxya_hyla_183485,2
5953,Oxya_japonica_183487,1
5954,Oxytauchira_brachyptera_2708015,2
5955,Oxytauchira_flange_2781056,1
5956,Pseudoxya_diminuta_227580,1
5957,Pacris_xizangensis_997599,1
5958,Paulinia_acuminata_1634155,1
5959,Spathosternum_nigrotaeniatum_2480050,1
5960,Spathosternum_prasiniferum_227609,2
5961,Petamella_prosternalis_1634157,1
5962,Conophymacris_viridis_2708013,1
5963,Dericorys_annulata_2708002,1
5964,Lentula_callani_1260738,1
5965,Graea_horrida_1634133,1
5966,Ommexecha_virens_1260741,1
5967,Pyrgacris_descampsi_1260745,1
5968,Romalea_microptera_7007,1
5969,Tropidacris_collaris_1603020,1
5970,Xyleus_modestus_747044,1
5971,Tristira_magellanica_353562,1
5972,Chorotypus_fenestratus_1564101,1
5973,Erianthus_versicolor_470935,1
5974,Pielomastax_soochowensis_1570018,1
5975,Pielomastax_zhengi_997267,1
5976,Pseudothericles_compressifrons_1564105,1
5977,Haplotropis_brunneriana_244722,3
5978,Eotmethis_rufemarginis_2970431,1
5979,Filchnerella_amplivertica_2873898,1
5980,Filchnerella_beicki_286168,1
5981,Filchnerella_dingxiensis_2873899,1
5982,Filchnerella_helanshanensis_463732,1
5983,Filchnerella_kukunoris_334921,1
5984,Filchnerella_nigritibia_463734,1
5985,Filchnerella_pamphagoides_463736,1
5986,Filchnerella_qilianshanensis_2708004,1
5987,Filchnerella_rubrimargina_2768110,1
5988,Filchnerella_sunanensis_334774,2
5989,Filchnerella_tenggerensis_2708005,1
5990,Filchnerella_yongdengensis_463738,1
5991,Pseudotmethis_rubimarginis_286172,1
5992,Sinotmethis_amicus_1132642,1
5993,Sinotmethis_brachypterus_286180,1
5994,Asiotmethis_jubatus_286173,1
5995,Asiotmethis_zacharjini_286166,1
5996,Thrinchus_schrenkii_460824,1
5997,Tuarega_ouarzazatensis_997597,1
5998,Physemacris_variolosa_62778,1
5999,Tanaocerus_koebelei_1260746,1
6000,Xyronotus_aztecus_62797,1
6001,Prosarthria_teretrirostris_58589,1
6002,Atractomorpha_psittacina_1920482,1
6003,Atractomorpha_sinensis_244711,1
6004,Aularches_miliaris_247159,1
6005,Dictyophorus_spumans_1661872,1
6006,Mekongiana_xiangchengensis_868576,1
6007,Mekongiella_kingdoni_244710,1
6008,Mekongiella_xizangensis_868578,1
6009,Monistria_consobrina_1661837,1
6010,Monistria_discrepans_1634151,2
6011,Omura_congrua_1661894,1
6012,Phymateus_morbillosus_310747,1
6013,Phymateus_viridipes_1661848,1
6014,Poekilocerus_pictus_648918,1
6015,Psedna_nana_1661908,2
6016,Sphenacris_crassicornis_1603971,1
6017,Tagasta_indica_281095,1
6018,Yunnanites_coriacea_369694,1
6019,Zonocerus_elegans_58579,1
6020,Zonocerus_variegatus_907066,1
6021,Systella_rafflesii_1661855,1
6022,Saussurella_borneensis_510017,1
6023,Bolivaritettix_sikkinensis_2035526,1
6024,Bolivaritettix_yuanbaoshanensis_2035527,1
6025,Systolederus_spicupennis_510019,1
6026,Criotettix_japonicus_2793210,1
6027,Eucriotettix_oculatus_470944,1
6028,Falconius_longicornis_2793211,1
6029,Loxilobus_prominenoculus_2793212,1
6030,Paragavialidium_sichuanense_2793213,1
6031,Scelimena_melli_215044,2
6032,Thoradonta_nodulosa_515185,1
6033,Thoradonta_obtusilobata_2052910,1
6034,Zhengitettix_curvispinus_2793214,1
6035,Alulatettix_yunnanensis_1136943,1
6036,Coptotettix_longjiangensis_510003,1
6037,Coptotettix_longtanensis_510004,1
6038,Ergatettix_dorsifera_2571036,1
6039,Euparatettix_bimaculatus_288130,1
6040,Euparatettix_variabilis_288131,1
6041,Formosatettix_qinlingensis_2052909,1
6042,Teredorus_bashanensis_2936563,1
6043,Teredorus_hainanensis_2936564,1
6044,Tetrix_japonica_215053,1
6045,Tetrix_ruyuanensis_215055,1
6046,Tetrix_subulata_288127,1
6047,Tripetaloceroides_tonkinensis_2836994,1
6048,Mirhipipteryx_andensis_1564103,1
6049,Ellipes_minuta_241046,1
6050,Xya_japonica_1661859,3
6051,Cardiodactylus_muiri_2184234,1
6052,Xenogryllus_marmoratus_323499,2
6053,Acheta_domesticus_6997,2
6054,Gryllodes_sigillatus_13551,1
6055,Gryllus_bimaculatus_6999,2
6056,Gryllus_lineaticeps_128158,1
6057,Gryllus_veletis_51040,1
6058,Loxoblemmus_doenitzi_209185,3
6059,Loxoblemmus_equestris_223239,1
6060,Tarbinskiellus_portentosus_2732766,1
6061,Teleogryllus_commodus_672150,3
6062,Teleogryllus_emma_62746,3
6063,Teleogryllus_infernalis_1132643,1
6064,Teleogryllus_occipitalis_470939,1
6065,Teleogryllus_oceanicus_128161,1
6066,Turanogryllus_eous_2823019,1
6067,Velarifictorus_hemelytrus_1874760,1
6068,Myrmecophilus_kubotai_544753,1
6069,Myrmecophilus_manni_270849,1
6070,Dianemobius_fascipes_1581339,1
6071,Dianemobius_furumagiensis_2153487,1
6072,Polionemobius_taprobanensis_269706,1
6073,Oecanthus_rufescens_1945533,1
6074,Oecanthus_sinensis_1982312,1
6075,Truljalia_hibinonis_1982313,1
6076,Sclerogryllus_punctatus_2985483,1
6077,Homoeoxipha_nigripes_2697520,1
6078,Natula_pravdini_2652438,1
6079,Svistella_anhuiensis_2152901,1
6080,Trigonidium_sjostedti_1914573,1
6081,Ornebius_bimaculatus_2153490,1
6082,Ornebius_fuscicerci_2153492,1
6083,Ornebius_kanetataki_1980616,1
6084,Cacoplistes_rogenhoferi_2316737,1
6085,Meloimorpha_japonica_1109092,1
6086,Phaeophilacris_bredoides_1603024,1
6087,Gryllotalpa_orientalis_213494,1
6088,Gryllotalpa_pluvialis_552513,1
6089,Gryllotalpa_unispina_263542,1
6090,Cyphoderris_monstrosa_58606,1
6091,Tarragoilus_diuturnus_1258561,1
6092,Anabropsis_guangxiensis_2993552,1
6093,Anabropsis_multispinula_2993554,1
6094,Anabropsis_shii_2993553,1
6095,Anabropsis_tonkinensis_2986787,2
6096,Anabropsis_carnarius_2019518,1
6097,Anabropsis_crenatis_2019519,1
6098,Anabropsis_carli_2013111,1
6099,Anostostoma_australasiae_1661809,1
6100,Henicus_brevimucronatus_1395732,1
6101,Hemideina_thoracica_1394545,1
6102,Camptonotus_carolinensis_114793,1
6103,Furcilarnaca_armata_2982681,1
6104,Furcilarnaca_chirurga_2982683,3
6105,Furcilarnaca_wufengensis_2982682,2
6106,Homogryllacris_anelytra_1945531,1
6107,Homogryllacris_parcibrevipenna_2856164,1
6108,Nippancistroger_testaceus_1603016,1
6109,Phryganogryllacris_superangulata_2016114,1
6110,Phryganogryllacris_xiai_1945534,1
6111,Ultragryllacris_pulchra_2992768,1
6112,Stenopelmatus_fuscus_202428,1
6113,Deracantha_onos_441219,1
6114,Zichya_baranovi_441242,1
6115,Zichya_tenggerensis_2844940,1
6116,Anelytra_multicurvata_2966319,1
6117,Anelytra_obtusa_2966318,1
6118,Palaeoagraecia_brunnea_2981282,1
6119,Conanalus_pieli_948347,2
6120,Conocephalus_differentus_948348,1
6121,Conocephalus_dorsalis_1323534,1
6122,Conocephalus_gladiatus_948350,1
6123,Conocephalus_maculatus_578476,2
6124,Conocephalus_melaenus_948344,2
6125,Euconocephalus_nasutus_1453185,1
6126,Euconocephalus_pallidus_948351,1
6127,Pseudorhynchus_acuminatus_1945536,1
6128,Pseudorhynchus_crassiceps_1945537,1
6129,Ruspolia_dubia_441267,1
6130,Ruspolia_lineosa_948357,2
6131,Ruspolia_yunnana_1255050,1
6132,Lipotactes_tripyrga_948390,1
6133,Hexacentrus_japonicus_441225,1
6134,Hexacentrus_unicolor_948355,1
6135,Acosmetura_nigrogeniculata_2665907,1
6136,Alloxiphidiopsis_emarginata_948386,1
6137,Chandozhinskia_hastaticercus_2993978,1
6138,Decma_fissa_948369,1
6139,Grigoriora_cheni_2792501,1
6140,Microconema_clavata_2844943,1
6141,Nipponomeconema_sinica_948392,1
6142,Paraphlugiolopsis_jiangi_2993984,1
6143,Phlugiolopsis_brevis_2993985,1
6144,Phlugiolopsis_punctata_2993981,2
6145,Phlugiolopsis_tuberculata_2993980,1
6146,Pseudocosmetura_anjiensis_1945544,1
6147,Pseudokuzicus_pieli_1945535,1
6148,Shoveliteratura_triangula_2725270,1
6149,Teratura_megafurcula_948375,1
6150,Xiphidiopsis_gurneyi_2486768,1
6151,Xizicus_fascipes_948382,1
6152,Xizicus_howardi_948381,1
6153,Xizicus_maculatus_2516859,1
6154,Mecopoda_elongata_441232,2
6155,Mecopoda_niponensis_469652,1
6156,Sinochlora_longifissa_948358,1
6157,Sinochlora_retrolateralis_1298961,1
6158,Sinochlora_sinensis_472927,1
6159,Sinochlora_szechwanensis_948359,1
6160,Isophya_major_1678042,1
6161,Poecilimon_luschani_473713,1
6162,Ducetia_japonica_420856,2
6163,Kuwayamaea_brachyptera_948356,1
6164,Kuwayamaea_chinensis_1945532,1
6165,Elimaea_berezovskii_2844941,1
6166,Elimaea_cheni_488323,1
6167,Holochlora_fruhstorferi_1945530,1
6168,Ruidocollaris_convexipennis_2708008,1
6169,Ruidocollaris_obscura_948400,1
6170,Ruidocollaris_sinensis_2844939,1
6171,Phaneroptera_falcata_396409,2
6172,Phaneroptera_gracilis_400406,1
6173,Phaneroptera_nigroantennata_420848,1
6174,Orophyllus_montanus_948394,2
6175,Phyllomimus_detersus_948396,1
6176,Phyllomimus_sinicus_948398,2
6177,Pseudophyllus_titan_1982315,1
6178,Tegra_novaehollandiae_1945546,1
6179,Anabrus_simplex_316456,1
6180,Anterastes_babadaghi_991086,1
6181,Atlanticus_sinensis_420841,1
6182,Gampsocleis_gratiosa_420844,2
6183,Gampsocleis_sedakovii_263539,1
6184,Gampsocleis_sinensis_948353,1
6185,Metrioptera_bonneti_420882,2
6186,Metrioptera_ussuriana_420885,1
6187,Pholidoptera_griseoaptera_302092,1
6188,Psorodonotus_venosus_494397,1
6189,Tettigonia_chinensis_469653,1
6190,Uvarovites_inflatus_420845,1
6191,Diestramima_tibetensis_1945549,1
6192,Diestrammena_asynamora_470930,1
6193,Diestrammena_japanica_2597559,1
6194,Tachycines_shuangcha_2928338,1
6195,Tachycines_zorzini_2808977,1
6196,Rhaphidophora_quadrispina_2982643,1
6197,Troglophilus_neglectus_552514,1
6198,Comicus_calcaris_1603013,1
6199,Comicus_campestris_62773,1
6200,Schizodactylus_jimo_2844906,1
6201,Timema_californicum_61474,1
6202,Megalophasma_granulatum_2042296,1
6203,Phraortes_illepidus_590990,1
6204,Phraortes_lii_3003721,1
6205,Calvisia_medogensis_2042294,1
6206,Micadina_brachyptera_2783688,1
6207,Micadina_phluctainoides_590994,1
6208,Neohirasea_japonica_73582,1
6209,Neohirasea_stephanus_2982587,1
6210,Sipyloidea_sipylus_202427,1
6211,Entoria_okinawaensis_590984,1
6212,Ramulus_hainanense_556494,1
6213,Ramulus_irregulariterdentatus_590987,1
6214,Phobaeticus_serratipes_590988,1
6215,Phryganistria_guangxiensis_2850791,1
6216,Dryococelus_australis_614101,1
6217,Eurycantha_calcarata_93610,1
6218,Megacrania_alpheus_590996,1
6219,Extatosoma_tiaratum_7024,1
6220,Orthomeria_smaragdinum_2881418,1
6221,Nanhuaphasma_hamicercum_2881420,1
6222,Bacillus_atticus_36825,1
6223,Bacillus_rossius_75184,1
6224,Clonopsis_felicitatis_797524,4
6225,Clonopsis_gallica_89389,9
6226,Clonopsis_maroccana_797526,1
6227,Clonopsis_soumiae_797525,4
6228,Orestes_guangxiensis_2876938,1
6229,Orestes_mouhotii_590986,1
6230,Heteropteryx_dilatata_173795,1
6231,Cryptophyllium_tibetense_2021296,2
6232,Cryptophyllium_westwoodii_2778107,1
6233,Pulchriphyllium_giganteum_591861,1
6234,Peruphasma_schultei_614134,2
6235,Diamphipnoa_annulata_2559291,1
6236,Neuroperla_schedingi_466754,1
6237,Klapopteryx_armillata_466723,1
6238,Antarctoperla_michaelseni_1778585,1
6239,Zelandoperla_fenestrata_670197,1
6240,Apteroperla_tikumana_609060,1
6241,Capnia_yunnana_2951539,1
6242,Capnia_zijinshana_1977248,1
6243,Mesocapnia_arizonensis_609024,1
6244,Mesocapnia_daxingana_2048116,1
6245,Zwicknia_bifrons_608843,2
6246,Leuctra_fusca_441507,2
6247,Leuctra_hippopus_143736,1
6248,Leuctra_nigra_143735,1
6249,Paraleuctra_cercia_2778005,1
6250,Perlomyia_isobeae_2778728,1
6251,Rhopalopsole_bulbifera_1926546,1
6252,Amphinemura_bulla_2498657,1
6253,Amphinemura_claviloba_2829200,1
6254,Amphinemura_longispina_2478902,1
6255,Amphinemura_wui_910624,1
6256,Amphinemura_yao_2605904,1
6257,Indonemoura_auriformis_2684661,1
6258,Indonemoura_jacobsoni_2605905,1
6259,Indonemoura_nohirae_2498684,1
6260,Malenka_flexura_2488348,1
6261,Mesonemoura_metafiligera_2605687,1
6262,Mesonemoura_tritaenia_2605688,1
6263,Sphaeronemoura_acutispina_2736301,1
6264,Sphaeronemoura_elephas_2811512,1
6265,Sphaeronemoura_grandicauda_2605907,1
6266,Sphaeronemoura_hainana_2684664,1
6267,Lednia_tumana_466727,1
6268,Nemoura_avicularis_1258725,1
6269,Nemoura_cinerea_197169,1
6270,Nemoura_flexuosa_516496,1
6271,Nemoura_longicercia_2498671,1
6272,Nemoura_meniscata_2811511,1
6273,Nemoura_nankinensis_1986504,1
6274,Nemoura_papilla_2498673,1
6275,Nemurella_pictetii_143722,1
6276,Protonemura_datongensis_2829206,1
6277,Protonemura_kohnoae_2498681,1
6278,Protonemura_meyeri_466578,1
6279,Protonemura_orbiculata_2498682,1
6280,Neonemura_barrosi_1777198,1
6281,Brachyptera_risi_446425,1
6282,Strophopteryx_fasciata_908148,1
6283,Taeniopteryx_nebulosa_143730,1
